"Story","Title","Result","Date","Stability","Duration (s)"
"Login Zapatoca - Mi Aguila","Ingreso exitoso al portal zapatoca mi aguila","SUCCESS","2022-07-16T16:13:08.0154112-05:00[America/Bogota]","0.0","20.44"
