"Story","Title","Result","Date","Stability","Duration (s)"
"Login Zapatoca - Mi Aguila","Seleccionar boton ingresar sin credenciales de usuario y clave","SUCCESS","2022-07-17T20:08:39.407201-05:00[America/Bogota]","0.0","39.79"
"Login Zapatoca - Mi Aguila","Ingreso exitoso al portal zapatoca mi aguila","SUCCESS","2022-07-17T20:09:44.5211226-05:00[America/Bogota]","0.0","39.08"
