"Story","Title","Result","Date","Stability","Duration (s)"
"Login Zapatoca - Mi Aguila","Seleccionar boton ingresar sin credenciales de usuario y clave","SUCCESS","2022-07-16T17:42:45.7787888-05:00[America/Bogota]","0.0","51.56"
