"Story","Title","Result","Date","Stability","Duration (s)"
"Realizar registro en la plataforma","Registro exitoso en la plantaforma zapatoca-miaguila","ERROR","2022-07-17T12:29:54.0339851-05:00[America/Bogota]","0.0","23.54"
